0.0107750995	0.094869144	-0.009534081	0.017094476	-0.06300579	0.19656947	0.028762458	-0.16508457	-0.027366152	0.0037731102	0.00868478	0.006960775	-0.037862454	0.0020934194	0.06387953	0.024712704
-0.018124063	0.033745263	-0.051784575	-0.034852795	-0.03341337	0.20076461	0.00054136064	-0.15672174	-0.03205418	0.059908297	-0.003019885	-0.0009772402	-0.0035918446	0.050148543	0.03688264	0.016758867
0.06800144	0.0219852	-0.06769758	-0.029470768	-0.06877097	0.1590436	0.003909117	-0.22700001	-0.028348587	0.04996005	0.058134977	-0.027423255	-0.023384212	0.022878027	-0.015138533	0.006709694
-0.022878118	0.08615741	-0.059760798	-0.000171033	-0.010784015	0.1190523	0.04017095	-0.10977191	-0.05709086	0.0147398645	-0.005067791	-0.051490624	-0.020802088	0.050958864	-0.021991093	-0.002358404
-0.007833407	0.030188577	0.0018306759	0.023154972	-0.04477942	0.11181293	0.0046042874	-0.18010512	-0.049614433	0.04960817	0.032840326	0.0036081483	-0.06726209	0.014758111	0.028164456	0.017705014
0.00082572753	0.060053807	-0.0071299733	0.029326946	-0.03297468	0.22487576	-0.017192703	-0.12810601	-0.0013126674	0.020784581	0.0057577793	-0.01816064	0.025448019	0.05761274	0.020406477	0.014190781
0.05010395	0.06740205	-0.016061237	0.020972496	-0.08675263	0.1996873	0.0012112295	-0.23683448	-0.038734995	0.011419855	0.05496899	-0.10846492	-0.1253146	0.08220211	0.05102434	0.048237037
0.021194851	0.08971175	-0.051246453	0.0032979683	0.006119238	0.15058988	0.004739934	-0.12434989	0.032768358	-0.00703973	0.026687775	-0.0034059293	-0.01863638	0.047602538	0.037042774	-0.029347917
-0.0036895983	0.06382186	-0.049796913	-0.02215271	-0.012598946	0.21857958	-0.016113339	-0.11259544	-0.054239742	0.022723494	0.0033094161	-0.03623136	-0.024506625	0.06456226	0.035041362	-0.046355557
0.037481975	-0.024809275	-0.0045444393	-0.08658027	-0.02090543	0.1218539	0.0341327	-0.12298238	-0.05547156	-0.01728106	0.059476588	-0.0950569	-0.05401546	0.00011626972	0.032670867	-0.010521648
-0.009071033	0.027731543	-0.02627149	-0.022954179	-0.04644195	0.13184364	0.038538102	-0.099248685	-0.080743685	-0.024859121	-0.0070149465	-0.009614748	0.021427967	0.061768044	0.020144349	0.009391642
-0.05885385	0.1480191	-0.030970497	0.024418004	-0.045412235	0.18199109	0.094637826	-0.1377175	-0.055214096	0.017794074	0.052925803	-0.04675299	-0.029179439	0.07359384	0.0010000861	0.016350964
0.065571	0.04569975	-0.04996647	0.003528545	0.029207632	0.11989221	-0.01813502	-0.13195902	-0.03146672	0.023269359	-0.033160735	-0.05211764	-0.040668596	-0.0018289707	-0.012048562	0.03025005
-0.0033698287	0.09283694	0.039380394	-0.03127465	0.028178146	0.05380321	0.03208059	-0.01617215	-0.030671742	0.060974807	-0.03277906	0.042150855	-0.06673681	0.09928118	-0.050053414	-0.048566703
0.05058219	0.032831922	-0.049112692	0.040553328	-0.048625357	0.1155512	0.12571731	-0.18374155	-0.05470828	0.022723027	0.0027583393	-0.06947016	0.035951648	-0.008235729	-0.10746793	-0.021379907
-0.035362232	0.050355416	-0.025910951	0.04499105	-0.03988868	0.15525134	-0.042308174	-0.14238587	-0.043313216	-0.057399105	-0.011264403	0.0057890755	0.031770825	0.051115654	0.026650408	-0.018024702
-0.032910753	0.008332929	-0.047274027	0.004134993	-0.040369105	0.19664286	0.061998542	-0.12583944	-0.026933499	-0.0003235445	-0.028104335	-0.04846238	0.009588956	0.024089942	-0.020098587	0.012271687
-0.026648441	0.062459704	-0.1203186	0.000245658	-0.002174433	0.06263247	-0.0038591106	-0.070636325	0.0061891046	0.005904692	0.0132159265	-0.014049403	-0.01923732	0.0710997	-0.0769555	0.06364447
